target_family,component_group,task,semantic_group,selected_proxy_metric,selected_proxy_direction,selected_proxy_kind,selected_proxy_snr,selected_proxy_accuracy_spearman,optimization_recommendation,accuracy_metric,component_weight_within_group
task_proxy_irt,mmlu_standard,mmlu_professional_medicine_sl_verb_5shot,mmlu,lm_eval/mmlu_professional_medicine_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.1842678691720834,0.6887972806958883,downweight,lm_eval/mmlu_professional_medicine_sl_verb_5shot/acc,0.010536813637101386
task_proxy_irt,mmlu_standard,mmlu_conceptual_physics_sl_verb_5shot,mmlu,lm_eval/mmlu_conceptual_physics_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.2587235313992229,0.5261825354013798,downweight,lm_eval/mmlu_conceptual_physics_sl_verb_5shot/acc,0.010502218401547627
task_proxy_irt,mmlu_standard,mmlu_human_sexuality_sl_verb_5shot,mmlu,lm_eval/mmlu_human_sexuality_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.0309610601328474,0.6341827551855709,downweight,lm_eval/mmlu_human_sexuality_sl_verb_5shot/acc,0.010464479928278717
task_proxy_irt,mmlu_standard,mmlu_high_school_computer_science_5shot,mmlu,lm_eval/mmlu_high_school_computer_science_5shot/choice_prob_norm,maximize,choice_prob_norm,1.0177577963729554,0.6892444339878769,downweight,lm_eval/mmlu_high_school_computer_science_5shot/acc,0.01037296328493263
task_proxy_irt,mmlu_standard,mmlu_global_facts_5shot,mmlu,lm_eval/mmlu_global_facts_5shot/choice_prob_norm,maximize,choice_prob_norm,1.090070764264865,0.6839800932169409,downweight,lm_eval/mmlu_global_facts_5shot/acc,0.010039865677755375
task_proxy_irt,mmlu_standard,mmlu_high_school_government_and_politics_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_government_and_politics_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.0895261969671897,0.6347062095562975,downweight,lm_eval/mmlu_high_school_government_and_politics_sl_verb_5shot/acc,0.00992077934850328
task_proxy_irt,mmlu_standard,mmlu_high_school_macroeconomics_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_macroeconomics_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.0036329126737726,0.5730232813921584,downweight,lm_eval/mmlu_high_school_macroeconomics_sl_verb_5shot/acc,0.009848907968106151
task_proxy_irt,mmlu_standard,mmlu_moral_disputes_sl_verb_5shot,mmlu,lm_eval/mmlu_moral_disputes_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.1454757466835657,0.5282803897104945,downweight,lm_eval/mmlu_moral_disputes_sl_verb_5shot/acc,0.009775136504091423
task_proxy_irt,mmlu_standard,mmlu_nutrition_sl_verb_5shot,mmlu,lm_eval/mmlu_nutrition_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.4087472077431558,0.5556218174651554,downweight,lm_eval/mmlu_nutrition_sl_verb_5shot/acc,0.009675705685481354
task_proxy_irt,mmlu_standard,mmlu_marketing_sl_verb_5shot,mmlu,lm_eval/mmlu_marketing_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.482766993332668,0.5350103331447428,downweight,lm_eval/mmlu_marketing_sl_verb_5shot/acc,0.00962796302144822
task_proxy_irt,mmlu_standard,mmlu_moral_scenarios_5shot,mmlu,lm_eval/mmlu_moral_scenarios_5shot/choice_prob_norm,maximize,choice_prob_norm,1.4698517253514354,0.4007199069638591,downweight,lm_eval/mmlu_moral_scenarios_5shot/acc,0.009484978328615445
task_proxy_irt,mmlu_standard,mmlu_professional_accounting_5shot,mmlu,lm_eval/mmlu_professional_accounting_5shot/choice_prob_norm,maximize,choice_prob_norm,1.1525916680708193,0.550950568643592,downweight,lm_eval/mmlu_professional_accounting_5shot/acc,0.009465354832833237
task_proxy_irt,mmlu_standard,mmlu_high_school_us_history_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_us_history_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.1803967270504443,0.4763694693741521,downweight,lm_eval/mmlu_high_school_us_history_sl_verb_5shot/acc,0.009425676394328057
task_proxy_irt,mmlu_standard,mmlu_high_school_world_history_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_world_history_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,2.173032364139671,0.3902899162235111,downweight,lm_eval/mmlu_high_school_world_history_sl_verb_5shot/acc,0.009098486927989305
task_proxy_irt,mmlu_standard,mmlu_high_school_geography_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_geography_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.381374634101879,0.4804453347809003,downweight,lm_eval/mmlu_high_school_geography_sl_verb_5shot/acc,0.008849200765598426
task_proxy_irt,mmlu_standard,mmlu_virology_sl_verb_5shot,mmlu,lm_eval/mmlu_virology_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.5066481310592434,0.4900580342670502,downweight,lm_eval/mmlu_virology_sl_verb_5shot/acc,0.00880140475944367
task_proxy_irt,mmlu_standard,mmlu_high_school_european_history_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_european_history_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.327110874607893,0.4972569832243142,downweight,lm_eval/mmlu_high_school_european_history_sl_verb_5shot/acc,0.008390072562155099
task_proxy_irt,mmlu_standard,mmlu_world_religions_sl_verb_5shot,mmlu,lm_eval/mmlu_world_religions_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.075654754993021,0.4936130402586192,downweight,lm_eval/mmlu_world_religions_sl_verb_5shot/acc,0.008247968673433347
task_proxy_irt,mmlu_standard,mmlu_computer_security_sl_verb_5shot,mmlu,lm_eval/mmlu_computer_security_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.4259426174626704,0.4347250482724737,downweight,lm_eval/mmlu_computer_security_sl_verb_5shot/acc,0.008134229983878758
task_proxy_irt,mmlu_standard,mmlu_college_chemistry_sl_verb_5shot,mmlu,lm_eval/mmlu_college_chemistry_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.0279908704396592,0.5655353319294575,downweight,lm_eval/mmlu_college_chemistry_sl_verb_5shot/acc,0.008128989962529058
task_proxy_irt,mmlu_standard,mmlu_high_school_physics_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_physics_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.0384102345088262,0.454147730910263,downweight,lm_eval/mmlu_high_school_physics_sl_verb_5shot/acc,0.007920381242583801
task_proxy_irt,mmlu_standard,mmlu_astronomy_sl_verb_5shot,mmlu,lm_eval/mmlu_astronomy_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.169087737344902,0.5260566253347394,downweight,lm_eval/mmlu_astronomy_sl_verb_5shot/acc,0.007745518360637402
task_proxy_irt,mmlu_standard,mmlu_professional_psychology_sl_verb_5shot,mmlu,lm_eval/mmlu_professional_psychology_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.226860980334029,0.4495859340848035,downweight,lm_eval/mmlu_professional_psychology_sl_verb_5shot/acc,0.0076258037211122875
task_proxy_irt,mmlu_standard,mmlu_high_school_biology_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_biology_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.1017625911043487,0.447761481023129,downweight,lm_eval/mmlu_high_school_biology_sl_verb_5shot/acc,0.007588788439354531
task_proxy_irt,mmlu_standard,mmlu_machine_learning_sl_verb_5shot,mmlu,lm_eval/mmlu_machine_learning_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.4645272789538588,0.5096551770977299,downweight,lm_eval/mmlu_machine_learning_sl_verb_5shot/acc,0.00756727740945611
task_proxy_irt,mmlu_standard,mmlu_professional_law_5shot,mmlu,lm_eval/mmlu_professional_law_5shot/choice_prob_norm,maximize,choice_prob_norm,1.0826549531944742,0.59903739178804,downweight,lm_eval/mmlu_professional_law_5shot/acc,0.007537989952984666
task_proxy_irt,mmlu_standard,mmlu_management_sl_verb_5shot,mmlu,lm_eval/mmlu_management_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.096153391456106,0.4656467158444167,downweight,lm_eval/mmlu_management_sl_verb_5shot/acc,0.007284353189741398
task_proxy_irt,mmlu_standard,mmlu_high_school_computer_science_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_computer_science_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.824176674180151,0.364614477070598,downweight,lm_eval/mmlu_high_school_computer_science_sl_verb_5shot/acc,0.007147789884492122
task_proxy_irt,mmlu_standard,mmlu_anatomy_sl_verb_5shot,mmlu,lm_eval/mmlu_anatomy_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.0332770742856945,0.383695196336108,downweight,lm_eval/mmlu_anatomy_sl_verb_5shot/acc,0.006983192000642236
task_proxy_irt,mmlu_standard,mmlu_college_physics_5shot,mmlu,lm_eval/mmlu_college_physics_5shot/choice_prob_norm,maximize,choice_prob_norm,1.2089255547765911,0.4365849327844462,downweight,lm_eval/mmlu_college_physics_5shot/acc,0.0069719164098323615
task_proxy_irt,mmlu_standard,mmlu_medical_genetics_sl_verb_5shot,mmlu,lm_eval/mmlu_medical_genetics_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.230849802946474,0.4917193631191576,downweight,lm_eval/mmlu_medical_genetics_sl_verb_5shot/acc,0.006953592298855806
task_proxy_irt,mmlu_standard,mmlu_college_physics_sl_verb_5shot,mmlu,lm_eval/mmlu_college_physics_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.2854123940187503,0.3921629432121675,downweight,lm_eval/mmlu_college_physics_sl_verb_5shot/acc,0.006835684404293044
task_proxy_irt,mmlu_standard,mmlu_college_mathematics_sl_verb_5shot,mmlu,lm_eval/mmlu_college_mathematics_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,2.0790194853592547,0.2903922149076002,downweight,lm_eval/mmlu_college_mathematics_sl_verb_5shot/acc,0.006817525039798113
task_proxy_irt,mmlu_standard,mmlu_high_school_mathematics_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_mathematics_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.0029960030371277,0.4453009238378458,downweight,lm_eval/mmlu_high_school_mathematics_sl_verb_5shot/acc,0.006787538551473071
task_proxy_irt,mmlu_standard,mmlu_high_school_chemistry_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_chemistry_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.2301312107023064,0.4269488443034004,downweight,lm_eval/mmlu_high_school_chemistry_sl_verb_5shot/acc,0.0066738312775571585
task_proxy_irt,mmlu_standard,mmlu_high_school_psychology_sl_verb_5shot,mmlu,lm_eval/mmlu_high_school_psychology_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.069319915079844,0.4616498656313548,downweight,lm_eval/mmlu_high_school_psychology_sl_verb_5shot/acc,0.006654338836255012
task_proxy_irt,mmlu_standard,mmlu_logical_fallacies_sl_verb_5shot,mmlu,lm_eval/mmlu_logical_fallacies_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.332484827848348,0.3306099810518523,downweight,lm_eval/mmlu_logical_fallacies_sl_verb_5shot/acc,0.0063445195899978464
task_proxy_irt,mmlu_standard,mmlu_international_law_sl_verb_5shot,mmlu,lm_eval/mmlu_international_law_sl_verb_5shot/bpb,minimize,bpb,2.0026453889865268,-0.3150969203890963,downweight,lm_eval/mmlu_international_law_sl_verb_5shot/acc,0.006231845108106246
task_proxy_irt,mmlu_standard,mmlu_professional_law_sl_verb_5shot,mmlu,lm_eval/mmlu_professional_law_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.0511330947458342,0.4055416332524782,downweight,lm_eval/mmlu_professional_law_sl_verb_5shot/acc,0.005590161631459104
task_proxy_irt,mmlu_standard,mmlu_college_biology_sl_verb_5shot,mmlu,lm_eval/mmlu_college_biology_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.145707258677862,0.3903527182226881,downweight,lm_eval/mmlu_college_biology_sl_verb_5shot/acc,0.005278346644187596
task_proxy_irt,mmlu_standard,mmlu_marketing_5shot,mmlu,lm_eval/mmlu_marketing_5shot/choice_prob_norm,maximize,choice_prob_norm,1.04666738695227,0.4080681591942794,downweight,lm_eval/mmlu_marketing_5shot/acc,0.005273269881151945
task_proxy_irt,mmlu_standard,mmlu_abstract_algebra_sl_verb_5shot,mmlu,lm_eval/mmlu_abstract_algebra_sl_verb_5shot/choice_prob_norm,maximize,choice_prob_norm,1.2341786793002687,0.3746860819413198,downweight,lm_eval/mmlu_abstract_algebra_sl_verb_5shot/acc,0.00476161393048068
task_proxy_irt,mmlu_standard,mmlu_jurisprudence_sl_verb_5shot,mmlu,lm_eval/mmlu_jurisprudence_sl_verb_5shot/choice_logprob_norm,maximize,choice_logprob_norm,1.071892716493292,0.3364972125372548,downweight,lm_eval/mmlu_jurisprudence_sl_verb_5shot/acc,0.004748748812294842
task_proxy_irt,openbookqa_0shot,openbookqa_0shot,commonsense_qa,lm_eval/openbookqa_0shot/choice_prob_norm,maximize,choice_prob_norm,1.0333212227924022,0.445104141840839,downweight,lm_eval/openbookqa_0shot/acc,1.0
task_proxy_irt,piqa,piqa,commonsense_qa,lm_eval/piqa/choice_prob_norm,maximize,choice_prob_norm,2.3573413112174753,0.6738316647937603,keep,lm_eval/piqa/acc,1.0
task_proxy_irt,piqa_5shot,piqa_5shot,commonsense_qa,lm_eval/piqa_5shot/choice_prob_norm,maximize,choice_prob_norm,2.4736353752546076,0.6580707841229814,keep,lm_eval/piqa_5shot/acc,1.0
task_proxy_irt,swag_0shot,swag_0shot,hellaswag_swag,mcq_smooth/swag_0shot/choice_logprob_norm,maximize,choice_logprob_norm,6.175594079299941,0.9726504561190976,keep,lm_eval/swag_0shot/acc,1.0
task_proxy_irt,winogrande_5shot,winogrande_5shot,commonsense_qa,lm_eval/winogrande_5shot/choice_logprob,maximize,choice_logprob,1.3495606988025008,0.5338236268601217,downweight,lm_eval/winogrande_5shot/acc,1.0
task_proxy_irt,wsc273_0shot,wsc273_0shot,commonsense_qa,lm_eval/wsc273_0shot/choice_prob_norm,maximize,choice_prob_norm,1.0823362968525585,0.3882303882928656,downweight,lm_eval/wsc273_0shot/acc,1.0
